No,Date,O1,O2,O3,O4,O5,O6,R1,R2,R3,R4,R5,R6,B1,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
7008,2007/1/18,4,25,18,5,19,1,1,4,5,18,19,25,10,72,12,32,4,2,2,1,0,3,3,0,5,8,2,2,24,13,0,1,2
7007,2007/1/16,32,15,4,17,22,12,4,12,15,17,22,32,14,102,17,22,2,4,-2,1,2,3,3,0,4,8,0,0,28,10,0,1,1
7006,2007/1/14,27,14,6,22,26,10,6,10,14,22,26,27,11,105,17.5,25,1,5,-4,0,4,3,3,0,5,5,1,1,21,8,0,1,1
7005,2007/1/11,6,24,16,1,5,30,1,5,6,16,24,30,12,82,13.67,22,2,4,-2,1,3,2,4,-2,5,10,1,1,29,10,0,0,2
7004,2007/1/9,25,3,33,7,10,13,3,7,10,13,25,33,10,91,15.17,21,5,1,4,3,0,2,4,-2,4,9,0,0,30,12,0,0,2
7003,2007/1/7,5,22,9,27,11,12,5,9,11,12,22,27,15,86,14.33,26,4,2,2,2,1,2,4,-2,5,10,1,1,22,10,1,2,2
7002,2007/1/4,22,20,6,14,21,5,5,6,14,20,21,22,1,88,14.67,18,2,4,-2,0,2,3,3,0,6,5,3,2,17,8,0,1,2
7001,2007/1/2,26,2,20,10,9,4,2,4,9,10,20,26,14,71,11.83,21,1,5,-4,0,3,2,4,-2,5,8,1,1,24,10,0,1,0
6154,2006/12/31,7,18,14,30,20,33,7,14,18,20,30,33,13,122,20.33,22,2,4,-2,0,3,4,2,2,5,9,0,0,26,10,3,4,0
6153,2006/12/28,30,33,1,20,11,7,1,7,11,20,30,33,10,102,17,12,4,2,2,2,1,3,3,0,4,7,0,0,32,10,1,2,1
6152,2006/12/26,1,20,25,31,14,27,1,14,20,25,27,31,15,118,19.67,18,4,2,2,2,1,4,2,2,5,7,0,0,30,13,1,1,0
6151,2006/12/24,4,22,3,6,16,1,1,3,4,6,16,22,8,52,8.67,22,2,4,-2,1,3,1,5,-4,5,8,1,1,21,10,0,0,0
6150,2006/12/21,27,25,9,18,8,12,8,9,12,18,25,27,12,99,16.5,39,3,3,0,1,1,3,3,0,5,9,1,1,19,7,0,0,1
6149,2006/12/19,5,2,15,32,11,3,2,3,5,11,15,32,15,68,11.33,18,4,2,2,3,0,1,5,-4,4,10,1,1,30,17,0,0,3
6148,2006/12/17,8,12,13,23,29,4,4,8,12,13,23,29,1,89,14.83,29,3,3,0,2,2,2,4,-2,5,9,1,1,25,10,0,1,0
6147,2006/12/14,1,17,31,15,27,4,1,4,15,17,27,31,1,95,15.83,25,5,1,4,3,0,3,3,0,4,8,0,0,30,11,0,0,3
6146,2006/12/12,28,23,30,9,3,13,3,9,13,23,28,30,5,106,17.67,26,4,2,2,3,1,3,3,0,4,9,0,0,27,10,1,2,2
6145,2006/12/10,2,7,23,31,26,28,2,7,23,26,28,31,7,117,19.5,27,3,3,0,1,1,4,2,2,6,5,0,0,29,16,0,0,2
6144,2006/12/7,22,4,29,13,10,16,4,10,13,16,22,29,6,94,15.67,24,2,4,-2,0,2,2,4,-2,6,5,0,0,25,7,0,1,1
6143,2006/12/5,29,1,15,31,32,20,1,15,20,29,31,32,8,128,21.33,18,4,2,2,2,0,4,2,2,5,9,1,1,31,14,0,0,2
6142,2006/12/3,27,10,26,22,16,19,10,16,19,22,26,27,16,120,20,30,2,4,-2,0,2,4,2,2,5,8,1,1,17,6,0,2,3
6141,2006/11/30,25,31,22,18,16,23,16,18,22,23,25,31,11,135,22.5,25,3,3,0,2,2,5,1,4,6,6,1,1,15,6,0,2,2
6140,2006/11/28,23,8,18,1,19,11,1,8,11,18,19,23,5,80,13.33,30,4,2,2,1,0,3,3,0,4,8,1,1,22,7,1,2,1
6139,2006/11/26,7,8,14,23,21,25,7,8,14,21,23,25,5,98,16.33,28,4,2,2,2,1,3,3,0,6,8,1,1,18,7,0,0,2
6138,2006/11/23,4,11,9,26,17,18,4,9,11,17,18,26,8,85,14.17,35,3,3,0,2,1,3,3,0,6,7,1,1,22,8,0,1,4
6137,2006/11/21,14,31,27,10,17,21,10,14,17,21,27,31,9,120,20,20,4,2,2,3,1,4,2,2,4,5,0,0,21,6,2,2,3
6136,2006/11/19,15,24,22,21,11,17,11,15,17,21,22,24,5,110,18.33,20,4,2,2,3,1,4,2,2,5,6,1,1,13,4,0,2,3
6135,2006/11/16,23,19,4,22,21,31,4,19,21,22,23,31,4,120,20,20,4,2,2,2,0,5,1,4,5,8,2,1,27,15,0,0,2
6134,2006/11/14,13,30,28,26,18,10,10,13,18,26,28,30,12,125,20.83,25,1,5,-4,0,3,4,2,2,4,8,0,0,20,8,0,0,3
6133,2006/11/12,29,4,20,31,25,6,4,6,20,25,29,31,3,115,19.17,25,3,3,0,2,2,4,2,2,6,8,0,0,27,14,0,1,3
6132,2006/11/9,26,33,14,6,30,22,6,14,22,26,30,33,1,131,21.83,21,1,5,-4,0,4,4,2,2,5,6,0,0,27,8,1,3,0
6131,2006/11/7,4,9,26,33,3,22,3,4,9,22,26,33,1,97,16.17,27,3,3,0,0,1,3,3,0,5,10,1,1,30,13,1,1,2
6130,2006/11/5,12,32,30,22,1,21,1,12,21,22,30,32,2,118,19.67,8,2,4,-2,0,2,4,2,2,3,6,1,1,31,11,1,1,2
6129,2006/11/2,29,18,22,14,27,9,9,14,18,22,27,29,12,119,19.83,39,3,3,0,1,2,4,2,2,5,6,0,0,20,5,0,0,3
6128,2006/10/31,30,21,33,15,31,4,4,15,21,30,31,33,5,134,22.33,14,4,2,2,2,0,4,2,2,5,10,1,1,29,11,0,2,2
6127,2006/10/29,11,3,17,19,4,30,3,4,11,17,19,30,1,84,14,24,4,2,2,2,0,3,3,0,6,8,1,1,27,11,0,0,2
6126,2006/10/26,2,16,24,33,8,13,2,8,13,16,24,33,9,96,16,26,2,4,-2,0,2,2,4,-2,5,8,0,0,31,9,1,1,3
6125,2006/10/24,19,33,32,30,23,15,15,19,23,30,32,33,6,152,25.33,22,4,2,2,2,1,5,1,4,5,9,1,1,18,7,0,1,5
6124,2006/10/22,31,18,13,32,14,12,12,13,14,18,31,32,13,120,20,20,2,4,-2,0,1,3,3,0,5,6,3,2,20,13,1,1,1
6123,2006/10/19,20,2,25,3,28,32,2,3,20,25,28,32,6,110,18.33,20,2,4,-2,0,1,4,2,2,5,10,1,1,30,17,0,0,2
6122,2006/10/17,24,6,5,22,8,4,4,5,6,8,22,24,3,69,11.5,29,1,5,-4,0,3,2,4,-2,5,5,2,1,20,14,1,2,2
6121,2006/10/15,4,3,6,33,31,27,3,4,6,27,31,33,6,104,17.33,24,4,2,2,2,1,3,3,0,5,8,1,1,30,21,1,2,0
6120,2006/10/12,8,15,6,24,33,14,6,8,14,15,24,33,9,100,16.67,30,2,4,-2,0,2,2,4,-2,5,7,1,1,27,9,1,1,1
6119,2006/10/10,1,20,30,27,2,14,1,2,14,20,27,30,2,94,15.67,14,2,4,-2,0,2,3,3,0,5,9,1,1,29,12,2,2,1
6118,2006/10/8,1,7,8,3,30,10,1,3,7,8,10,30,5,59,9.83,19,3,3,0,2,2,1,5,-4,5,8,1,1,29,20,0,0,1
6117,2006/10/5,20,22,23,26,14,6,6,14,20,22,23,26,9,111,18.5,21,1,5,-4,0,3,4,2,2,5,7,1,1,20,8,1,1,4
6116,2006/10/3,33,21,32,22,5,16,5,16,21,22,32,33,9,129,21.5,19,3,3,0,0,1,4,2,2,5,5,2,2,28,11,0,0,1
6115,2006/10/1,1,29,26,20,28,10,1,10,20,26,28,29,15,114,19,24,2,4,-2,0,3,4,2,2,5,8,1,1,28,10,2,3,2
6114,2006/9/28,29,27,8,20,14,10,8,10,14,20,27,29,16,108,18,28,2,4,-2,1,3,3,3,0,5,7,0,0,21,7,0,1,2
6113,2006/9/26,14,18,28,5,33,17,5,14,17,18,28,33,2,115,19.17,35,3,3,0,0,1,4,2,2,5,10,1,1,28,10,1,1,2
6112,2006/9/24,13,33,31,15,4,9,4,9,13,15,31,33,11,105,17.5,25,5,1,4,4,0,2,4,-2,5,8,0,0,29,16,0,0,2
6111,2006/9/21,11,8,22,1,17,16,1,8,11,16,17,22,15,75,12.5,25,3,3,0,0,0,2,4,-2,5,8,1,1,21,7,0,0,3
6110,2006/9/19,14,33,18,12,9,27,9,12,14,18,27,33,13,113,18.83,33,3,3,0,1,2,3,3,0,6,7,0,0,24,9,1,1,2
6109,2006/9/17,5,18,17,1,26,23,1,5,17,18,23,26,13,90,15,30,4,2,2,2,0,4,2,2,6,10,1,1,25,12,0,0,3
6108,2006/9/14,8,6,30,24,2,20,2,6,8,20,24,30,9,90,15,20,0,6,-6,0,5,3,3,0,5,6,0,0,28,12,3,3,1
6107,2006/9/12,30,13,8,1,17,6,1,6,8,13,17,30,7,75,12.5,25,3,3,0,1,1,2,4,-2,6,8,0,0,29,13,0,0,2
6106,2006/9/10,2,28,12,19,14,33,2,12,14,19,28,33,10,108,18,28,2,4,-2,0,2,3,3,0,5,8,0,0,31,10,2,2,2
6105,2006/9/7,15,14,31,5,12,20,5,12,14,15,20,31,1,97,16.17,17,3,3,0,0,1,2,4,-2,5,10,1,1,26,11,1,1,0
6104,2006/9/5,7,3,22,28,31,27,3,7,22,27,28,31,11,118,19.67,28,4,2,2,1,0,4,2,2,5,8,1,1,28,15,2,2,1
6103,2006/9/3,28,12,31,25,14,15,12,14,15,25,28,31,6,125,20.83,25,3,3,0,1,1,3,3,0,5,6,1,1,19,10,0,0,3
6102,2006/8/31,19,20,24,13,1,4,1,4,13,19,20,24,11,81,13.5,21,3,3,0,1,1,3,3,0,5,10,1,1,23,9,0,1,2
6101,2006/8/29,12,9,27,26,28,20,9,12,20,26,27,28,16,122,20.33,32,2,4,-2,0,2,4,2,2,6,8,2,1,19,8,1,1,2
6100,2006/8/27,32,30,26,18,1,11,1,11,18,26,30,32,3,118,19.67,18,2,4,-2,1,3,4,2,2,5,10,0,0,31,10,1,1,2
6099,2006/8/24,12,24,27,18,9,23,9,12,18,23,24,27,5,113,18.83,33,3,3,0,0,1,4,2,2,6,6,1,1,18,6,0,2,3
6098,2006/8/22,10,6,7,11,18,23,6,7,10,11,18,23,16,75,12.5,25,3,3,0,0,0,2,4,-2,6,6,2,2,17,7,0,1,1
6097,2006/8/20,11,20,14,15,26,27,11,14,15,20,26,27,12,113,18.83,23,3,3,0,0,1,3,3,0,6,7,2,2,16,6,0,0,1
6096,2006/8/17,33,9,18,13,5,1,1,5,9,13,18,33,14,79,13.17,29,5,1,4,3,0,2,4,-2,5,7,0,0,32,15,1,1,1
6095,2006/8/15,29,17,3,20,21,1,1,3,17,20,21,29,16,91,15.17,21,5,1,4,3,0,4,2,2,5,10,1,1,28,14,1,1,1
6094,2006/8/13,17,18,33,16,24,15,15,16,17,18,24,33,13,123,20.5,33,3,3,0,0,1,4,2,2,6,6,3,1,18,9,1,2,4
6093,2006/8/10,16,19,12,23,18,2,2,12,16,18,19,23,5,90,15,30,2,4,-2,1,3,3,3,0,5,8,1,1,21,10,1,2,2
6092,2006/8/8,8,2,20,21,16,11,2,8,11,16,20,21,14,78,13,18,2,4,-2,0,2,2,4,-2,5,8,1,1,19,6,1,2,4
6091,2006/8/6,8,12,22,7,24,21,7,8,12,21,22,24,7,94,15.67,24,2,4,-2,0,2,3,3,0,5,8,2,2,17,9,0,0,4
6090,2006/8/3,20,2,11,15,23,29,2,11,15,20,23,29,11,100,16.67,20,4,2,2,2,0,3,3,0,6,7,0,0,27,9,0,0,4
6089,2006/8/1,1,16,22,13,18,19,1,13,16,18,19,22,1,89,14.83,29,3,3,0,1,1,3,3,0,6,7,1,1,21,12,0,0,1
6088,2006/7/30,25,3,11,24,20,26,3,11,20,24,25,26,1,109,18.17,19,3,3,0,1,1,4,2,2,6,9,2,1,23,9,0,0,2
6087,2006/7/27,9,12,8,4,30,5,4,5,8,9,12,30,5,68,11.33,28,2,4,-2,0,1,1,5,-4,6,6,2,2,26,18,1,1,3
6086,2006/7/25,6,10,4,31,26,24,4,6,10,24,26,31,6,101,16.83,21,1,5,-4,0,4,3,3,0,4,8,0,0,27,14,1,2,2
6085,2006/7/23,18,6,21,24,25,2,2,6,18,21,24,25,8,96,16,26,2,4,-2,0,2,4,2,2,6,7,1,1,23,12,1,2,3
6084,2006/7/21,12,17,21,25,28,1,1,12,17,21,25,28,12,104,17.33,24,4,2,2,2,0,4,2,2,5,7,0,0,27,11,0,0,3
6083,2006/7/18,18,29,9,19,26,7,7,9,18,19,26,29,10,108,18,48,4,2,2,1,0,4,2,2,4,8,1,1,22,9,1,1,1
6082,2006/7/16,15,3,13,28,29,23,3,13,15,23,28,29,9,111,18.5,31,5,1,4,3,0,3,3,0,4,9,1,1,26,10,0,0,3
6081,2006/7/13,14,18,21,16,22,32,14,16,18,21,22,32,4,123,20.5,23,1,5,-4,0,3,4,2,2,5,8,1,1,18,10,0,1,4
6080,2006/7/11,26,22,15,29,17,20,15,17,20,22,26,29,9,129,21.5,29,3,3,0,1,2,5,1,4,6,5,0,0,14,4,0,2,0
6079,2006/7/9,11,6,20,17,13,32,6,11,13,17,20,32,8,99,16.5,19,3,3,0,2,1,3,3,0,6,9,0,0,26,12,0,1,2
6078,2006/7/6,5,22,17,33,31,3,3,5,17,22,31,33,12,111,18.5,21,5,1,4,3,0,4,2,2,5,7,0,0,30,12,1,1,0
6077,2006/7/4,19,13,9,12,8,33,8,9,12,13,19,33,9,94,15.67,34,4,2,2,2,0,2,4,-2,4,8,2,2,25,14,0,0,2
6076,2006/7/2,32,29,17,21,4,10,4,10,17,21,29,32,14,113,18.83,23,3,3,0,2,1,4,2,2,6,9,0,0,28,8,0,2,2
6075,2006/6/29,22,23,21,25,10,33,10,21,22,23,25,33,11,134,22.33,14,4,2,2,2,0,5,1,4,5,6,2,1,23,11,2,2,0
6074,2006/6/27,19,3,33,1,25,15,1,3,15,19,25,33,4,96,16,26,6,0,6,5,0,3,3,0,4,8,0,0,32,12,0,0,2
6073,2006/6/25,16,13,18,29,5,27,5,13,16,18,27,29,12,108,18,38,4,2,2,2,1,3,3,0,6,6,0,0,24,9,0,1,0
6072,2006/6/22,20,21,3,2,5,24,2,3,5,20,21,24,8,75,12.5,15,3,3,0,1,0,3,3,0,6,6,2,2,22,15,0,1,1
6071,2006/6/20,29,31,19,11,5,12,5,11,12,19,29,31,1,107,17.83,27,5,1,4,3,0,3,3,0,4,9,1,1,26,10,0,1,2
6070,2006/6/18,13,20,3,11,2,27,2,3,11,13,20,27,2,76,12.67,16,4,2,2,2,0,2,4,-2,5,8,1,1,25,8,0,1,0
6069,2006/6/15,20,16,29,30,22,5,5,16,20,22,29,30,8,122,20.33,22,2,4,-2,0,2,4,2,2,5,10,1,1,25,11,0,1,1
6068,2006/6/13,10,30,14,33,3,7,3,7,10,14,30,33,10,97,16.17,17,3,3,0,1,2,2,4,-2,4,6,0,0,30,16,0,1,2
6067,2006/6/11,8,7,16,11,24,17,7,8,11,16,17,24,13,83,13.83,33,3,3,0,0,0,2,4,-2,5,7,2,2,17,7,2,2,2
6066,2006/6/8,18,33,11,6,30,8,6,8,11,18,30,33,5,106,17.67,26,2,4,-2,0,2,3,3,0,5,7,0,0,27,12,1,2,2
6065,2006/6/6,8,30,29,17,28,4,4,8,17,28,29,30,13,116,19.33,36,2,4,-2,0,1,4,2,2,5,8,2,1,26,11,0,1,2
6064,2006/6/4,28,3,12,24,21,14,3,12,14,21,24,28,11,102,17,22,2,4,-2,0,2,3,3,0,5,8,0,0,25,9,1,2,3
6063,2006/6/1,23,24,15,21,4,5,4,5,15,21,23,24,8,92,15.33,22,4,2,2,3,0,3,3,0,4,8,2,2,20,10,0,2,3
6062,2006/5/30,30,18,24,26,22,23,18,22,23,24,26,30,1,143,23.83,23,1,5,-4,0,3,6,0,6,6,4,2,1,12,4,1,1,3
6061,2006/5/28,19,25,5,30,13,17,5,13,17,19,25,30,11,109,18.17,29,5,1,4,4,0,4,2,2,5,7,0,0,25,8,1,3,0
6060,2006/5/25,30,19,15,32,5,23,5,15,19,23,30,32,14,124,20.67,24,4,2,2,3,1,4,2,2,5,9,0,0,27,10,1,2,1
6059,2006/5/23,17,27,29,10,5,15,5,10,15,17,27,29,11,103,17.17,33,5,1,4,3,0,3,3,0,4,5,0,0,24,10,0,0,0
6058,2006/5/21,12,24,22,1,25,23,1,12,22,23,24,25,14,107,17.83,17,3,3,0,0,1,4,2,2,5,6,3,1,24,11,0,0,1
6057,2006/5/18,18,3,17,4,21,31,3,4,17,18,21,31,8,94,15.67,24,4,2,2,1,0,4,2,2,5,6,2,2,28,13,0,1,0
6056,2006/5/16,13,25,21,11,23,15,11,13,15,21,23,25,8,108,18,18,6,0,6,5,0,3,3,0,3,2,0,0,14,6,0,0,0
6055,2006/5/14,4,31,28,5,29,33,4,5,28,29,31,33,11,130,21.67,30,4,2,2,2,0,4,2,2,6,7,2,2,29,23,1,2,3
6054,2006/5/11,3,10,7,5,28,30,3,5,7,10,28,30,4,83,13.83,23,3,3,0,2,2,2,4,-2,5,6,0,0,27,18,1,1,3
6053,2006/5/9,28,31,17,1,27,11,1,11,17,27,28,31,2,115,19.17,25,5,1,4,3,0,4,2,2,3,8,1,1,30,10,1,2,3
6052,2006/5/7,27,32,26,24,30,11,11,24,26,27,30,32,3,150,25,20,2,4,-2,0,2,5,1,4,6,7,1,1,21,13,0,2,1
6051,2006/5/4,30,27,2,7,17,6,2,6,7,17,27,30,16,89,14.83,29,3,3,0,2,1,3,3,0,4,9,1,1,28,10,2,2,2
6050,2006/5/2,15,31,25,12,6,2,2,6,12,15,25,31,7,91,15.17,21,3,3,0,2,2,2,4,-2,4,6,0,0,29,10,1,2,1
6049,2006/4/30,10,12,20,6,17,13,6,10,12,13,17,20,3,78,13,18,2,4,-2,1,2,2,4,-2,5,6,1,1,14,4,0,1,3
6048,2006/4/27,19,29,32,25,9,13,9,13,19,25,29,32,12,127,21.17,37,5,1,4,4,0,4,2,2,4,6,0,0,23,6,1,1,2
6047,2006/4/25,17,32,2,20,28,22,2,17,20,22,28,32,3,121,20.17,21,1,5,-4,0,3,5,1,4,4,9,0,0,30,15,1,1,4
6046,2006/4/23,32,18,29,31,13,23,13,18,23,29,31,32,8,146,24.33,26,4,2,2,2,0,5,1,4,5,9,1,1,19,6,0,0,1
6045,2006/4/20,21,7,6,20,10,14,6,7,10,14,20,21,4,78,13,18,2,4,-2,0,2,2,4,-2,5,6,2,2,15,6,0,2,1
6044,2006/4/18,10,21,2,18,30,31,2,10,18,21,30,31,5,112,18.67,12,2,4,-2,0,2,4,2,2,4,9,1,1,29,9,0,0,1
6043,2006/4/16,32,16,12,13,5,23,5,12,13,16,23,32,3,101,16.83,21,3,3,0,0,0,2,4,-2,4,8,1,1,27,9,0,2,1
6042,2006/4/13,26,3,28,16,31,23,3,16,23,26,28,31,11,127,21.17,27,3,3,0,0,1,4,2,2,4,8,0,0,28,13,1,3,0
6041,2006/4/11,28,18,16,21,10,3,3,10,16,18,21,28,4,96,16,26,2,4,-2,0,2,3,3,0,5,8,0,0,25,7,0,1,2
6040,2006/4/9,25,15,26,28,33,22,15,22,25,26,28,33,3,149,24.83,29,3,3,0,0,1,5,1,4,5,7,1,1,18,7,0,2,2
6039,2006/4/6,19,31,32,16,28,22,16,19,22,28,31,32,3,148,24.67,28,2,4,-2,0,1,5,1,4,5,5,1,1,16,6,0,2,2
6038,2006/4/4,19,2,17,30,22,14,2,14,17,19,22,30,10,104,17.33,24,2,4,-2,1,2,4,2,2,5,7,0,0,28,12,1,1,1
6037,2006/4/2,32,25,12,2,24,23,2,12,23,24,25,32,14,118,19.67,18,2,4,-2,0,1,4,2,2,4,9,2,1,30,11,0,0,0
6036,2006/3/30,10,7,4,17,16,21,4,7,10,16,17,21,9,75,12.5,25,3,3,0,1,1,2,4,-2,5,8,1,1,17,6,0,1,2
6035,2006/3/28,3,29,9,13,21,27,3,9,13,21,27,29,13,102,17,32,6,0,6,5,0,3,3,0,4,7,0,0,26,8,0,0,2
6034,2006/3/26,33,16,10,2,17,15,2,10,15,16,17,33,13,93,15.5,23,3,3,0,1,1,2,4,-2,6,9,2,1,31,16,0,1,1
6033,2006/3/23,15,23,27,31,22,20,15,20,22,23,27,31,6,138,23,18,4,2,2,2,1,5,1,4,6,6,1,1,16,5,1,2,2
6032,2006/3/21,24,20,26,18,5,31,5,18,20,24,26,31,9,124,20.67,24,2,4,-2,0,3,5,1,4,6,7,0,0,26,13,0,1,1
6031,2006/3/19,16,32,3,10,31,12,3,10,12,16,31,32,14,104,17.33,14,2,4,-2,0,2,2,4,-2,5,10,1,1,29,15,1,1,3
6030,2006/3/16,32,20,15,8,13,17,8,13,15,17,20,32,14,105,17.5,25,3,3,0,2,1,3,3,0,6,6,0,0,24,12,0,0,4
6029,2006/3/14,4,14,3,7,19,9,3,4,7,9,14,19,8,56,9.33,36,4,2,2,1,0,1,5,-4,4,7,1,1,16,5,0,2,1
6028,2006/3/12,14,7,27,16,17,5,5,7,14,16,17,27,4,86,14.33,36,4,2,2,2,1,2,4,-2,4,6,1,1,22,10,1,3,3
6027,2006/3/9,27,6,8,11,16,14,6,8,11,14,16,27,15,82,13.67,32,2,4,-2,0,2,1,5,-4,5,6,0,0,21,11,0,0,0
6026,2006/3/7,2,1,32,29,22,18,1,2,18,22,29,32,3,104,17.33,24,2,4,-2,0,2,4,2,2,4,10,1,1,31,16,1,1,2
6025,2006/3/5,24,3,17,4,19,32,3,4,17,19,24,32,5,99,16.5,29,3,3,0,1,1,4,2,2,5,8,1,1,29,13,0,0,1
6024,2006/3/2,2,11,27,9,7,21,2,7,9,11,21,27,6,77,12.83,27,5,1,4,4,0,2,4,-2,4,9,0,0,25,10,0,0,1
6023,2006/2/28,13,14,4,19,23,28,4,13,14,19,23,28,8,101,16.83,31,3,3,0,1,0,3,3,0,4,5,1,1,24,9,0,2,3
6022,2006/2/26,4,3,16,13,27,2,2,3,4,13,16,27,13,65,10.83,25,3,3,0,0,0,1,5,-4,5,7,2,1,25,11,0,1,3
6021,2006/2/23,21,22,1,2,20,5,1,2,5,20,21,22,9,71,11.83,11,3,3,0,0,0,3,3,0,4,6,3,2,21,15,0,2,2
6020,2006/2/21,26,21,23,5,29,9,5,9,21,23,26,29,6,113,18.83,33,5,1,4,3,0,4,2,2,5,9,0,0,24,12,1,1,3
6019,2006/2/19,22,13,32,6,26,4,4,6,13,22,26,32,7,103,17.17,23,1,5,-4,0,3,3,3,0,4,9,0,0,28,9,0,2,1
6018,2006/2/16,17,26,24,14,1,13,1,13,14,17,24,26,5,95,15.83,25,3,3,0,1,1,3,3,0,5,8,1,1,25,12,0,0,0
6017,2006/2/14,31,8,33,4,32,3,3,4,8,31,32,33,2,111,18.5,21,3,3,0,0,1,3,3,0,5,6,3,2,30,23,0,0,2
6016,2006/2/12,1,7,17,23,30,13,1,7,13,17,23,30,16,91,15.17,21,5,1,4,4,0,3,3,0,4,6,0,0,29,7,0,0,2
6015,2006/2/9,29,9,32,2,3,15,2,3,9,15,29,32,3,90,15,30,4,2,2,3,0,2,4,-2,4,9,1,1,30,14,0,2,2
6014,2006/2/7,32,33,14,29,6,26,6,14,26,29,32,33,7,140,23.33,30,2,4,-2,0,2,4,2,2,5,9,1,1,27,12,0,1,1
6013,2006/2/5,16,5,1,21,6,12,1,5,6,12,16,21,11,61,10.17,21,3,3,0,1,2,1,5,-4,4,6,1,1,20,6,0,0,1
6012,2006/1/26,31,9,11,33,13,27,9,11,13,27,31,33,10,124,20.67,24,6,0,6,5,0,3,3,0,4,4,0,0,24,14,0,2,2
6011,2006/1/24,31,8,5,27,7,14,5,7,8,14,27,31,11,92,15.33,32,4,2,2,2,1,2,4,-2,5,10,1,1,26,13,1,1,2
6010,2006/1/22,4,29,6,19,12,27,4,6,12,19,27,29,8,97,16.17,37,3,3,0,2,2,3,3,0,5,6,0,0,25,8,1,1,5
6009,2006/1/19,26,8,5,20,30,6,5,6,8,20,26,30,6,95,15.83,25,1,5,-4,0,4,3,3,0,4,10,1,1,25,12,0,1,2
6008,2006/1/17,18,28,5,3,32,9,3,5,9,18,28,32,16,95,15.83,35,3,3,0,2,2,3,3,0,5,8,0,0,29,10,0,2,4
6007,2006/1/15,32,27,33,16,18,4,4,16,18,27,32,33,7,130,21.67,30,2,4,-2,0,2,4,2,2,6,9,1,1,29,12,0,1,2
6006,2006/1/12,32,22,8,26,21,23,8,21,22,23,26,32,14,132,22,22,2,4,-2,0,1,5,1,4,5,9,2,1,24,13,1,1,3
6005,2006/1/10,19,24,20,27,3,26,3,19,20,24,26,27,11,119,19.83,29,3,3,0,1,2,5,1,4,6,8,2,2,24,16,0,1,3
6004,2006/1/8,4,8,17,27,31,28,4,8,17,27,28,31,7,115,19.17,35,3,3,0,1,1,4,2,2,4,8,1,1,27,10,0,1,2
6003,2006/1/5,16,4,5,2,6,20,2,4,5,6,16,20,12,53,8.83,23,1,5,-4,0,3,1,5,-4,5,6,2,1,18,10,0,1,2
6002,2006/1/3,13,28,7,21,26,16,7,13,16,21,26,28,9,111,18.5,31,3,3,0,1,1,3,3,0,5,9,0,0,21,6,1,2,2
6001,2006/1/1,28,12,15,21,19,1,1,12,15,19,21,28,3,96,16,26,4,2,2,2,0,3,3,0,5,8,0,0,27,11,0,1,1
5153,2005/12/29,7,4,5,21,26,29,4,5,7,21,26,29,1,92,15.33,32,4,2,2,2,0,3,3,0,6,8,1,1,25,14,1,2,2
5152,2005/12/27,12,27,14,5,21,1,1,5,12,14,21,27,3,80,13.33,20,4,2,2,2,1,2,4,-2,5,7,0,0,26,7,1,1,3
5151,2005/12/25,19,4,13,12,30,11,4,11,12,13,19,30,5,89,14.83,19,3,3,0,1,0,2,4,-2,6,7,2,1,26,11,0,0,4
5150,2005/12/22,14,20,18,10,3,7,3,7,10,14,18,20,2,72,12,22,2,4,-2,1,3,2,4,-2,5,6,0,0,17,4,0,0,2
5149,2005/12/20,16,11,25,23,21,32,11,16,21,23,25,32,7,128,21.33,18,4,2,2,2,0,4,2,2,5,6,0,0,21,7,1,1,3
5148,2005/12/18,3,29,15,23,24,17,3,15,17,23,24,29,13,111,18.5,31,5,1,4,3,0,4,2,2,5,7,1,1,26,12,0,1,1
5147,2005/12/15,7,28,6,15,30,27,6,7,15,27,28,30,10,113,18.83,33,3,3,0,2,1,3,3,0,5,8,2,2,24,12,0,2,2
5146,2005/12/13,7,24,11,28,19,20,7,11,19,20,24,28,2,109,18.17,29,3,3,0,2,2,4,2,2,6,4,1,1,21,8,1,3,2
5145,2005/12/11,20,28,7,3,17,8,3,7,8,17,20,28,15,83,13.83,33,3,3,0,1,1,3,3,0,4,10,1,1,25,9,0,1,3
5144,2005/12/8,15,19,14,1,27,8,1,8,14,15,19,27,9,84,14,34,4,2,2,2,1,2,4,-2,6,8,1,1,26,8,0,1,2
5143,2005/12/6,10,17,32,3,15,20,3,10,15,17,20,32,8,97,16.17,17,3,3,0,1,1,3,3,0,5,6,0,0,29,12,2,2,0
5142,2005/12/4,7,17,10,29,22,12,7,10,12,17,22,29,5,97,16.17,27,3,3,0,0,1,3,3,0,4,5,0,0,22,7,0,1,2
5141,2005/12/1,3,16,19,5,12,8,3,5,8,12,16,19,15,63,10.5,33,3,3,0,1,2,1,5,-4,6,6,0,0,16,4,0,2,4
5140,2005/11/29,4,8,12,17,7,6,4,6,7,8,12,17,7,54,9,34,2,4,-2,0,2,1,5,-4,5,6,2,1,13,5,0,1,2
5139,2005/11/27,2,33,7,23,20,32,2,7,20,23,32,33,10,117,19.5,17,3,3,0,0,0,4,2,2,4,9,1,1,31,13,0,1,3
