No,Date,O1,O2,O3,O4,O5,R1,R2,R3,R4,R5,B1,B2,和值,平均值,尾数和值 ,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
23054,2023/5/15,31,34,19,25,30,19,25,30,31,34,7,9,139,27.8,19,3,2,1,1,0,5,0,5,5,5,1,1,15,6,0,0,1
23055,2023/5/17,15,6,8,12,13,6,8,12,13,15,1,6,54,10.8,24,2,3,-1,1,2,0,5,-5,5,4,1,1,9,4,0,0,0
23056,2023/5/20,24,13,34,22,33,13,22,24,33,34,1,2,126,25.2,16,2,3,-1,0,1,4,1,3,3,4,1,1,21,9,0,1,1
23057,2023/5/22,5,6,24,19,1,1,5,6,19,24,5,11,55,11,25,3,2,1,1,0,2,3,-1,5,4,1,1,23,13,0,1,0
23058,2023/5/24,29,19,35,32,22,19,22,29,32,35,5,8,137,27.4,27,3,2,1,0,0,5,0,5,3,2,0,0,16,7,0,1,0
23059,2023/5/27,23,13,28,25,9,9,13,23,25,28,4,7,98,19.6,28,4,1,3,3,0,3,2,1,4,6,0,0,19,10,0,0,2
23060,2023/5/29,7,24,19,2,30,2,7,19,24,30,9,12,82,16.4,22,2,3,-1,1,1,3,2,1,5,4,0,0,28,12,0,0,1
23061,2023/5/31,21,32,11,7,30,7,11,21,30,32,5,7,101,20.2,11,3,2,1,2,1,3,2,1,4,6,0,0,25,10,0,2,0
23062,2023/6/3,30,8,24,22,6,6,8,22,24,30,1,8,90,18,20,0,5,-5,0,4,3,2,1,5,4,0,0,24,14,0,1,3
23063,2023/6/5,29,4,31,18,34,4,18,29,31,34,6,9,116,23.2,26,2,3,-1,1,1,4,1,3,4,6,0,0,30,14,0,0,2
23064,2023/6/7,32,9,2,6,31,2,6,9,31,32,3,7,80,16,20,2,3,-1,1,1,2,3,-1,4,6,1,1,30,22,1,1,1
23065,2023/6/10,21,16,25,8,14,8,14,16,21,25,3,12,84,16.8,24,2,3,-1,1,2,2,3,-1,5,6,0,0,17,6,0,0,1
23066,2023/6/12,6,13,11,32,30,6,11,13,30,32,1,3,92,18.4,12,2,3,-1,1,1,2,3,-1,5,4,0,0,26,17,0,0,1
23067,2023/6/14,33,28,35,2,30,2,28,30,33,35,2,10,128,25.6,18,2,3,-1,1,2,4,1,3,5,4,0,0,33,26,0,1,1
23068,2023/6/17,21,24,27,31,22,21,22,24,27,31,7,8,125,25,15,3,2,1,1,1,5,0,5,4,5,1,1,10,4,0,0,2
23069,2023/6/19,25,20,8,21,32,8,20,21,25,32,5,7,106,21.2,16,2,3,-1,1,1,4,1,3,5,5,1,1,24,12,0,1,4
23070,2023/6/21,29,33,10,26,32,10,26,29,32,33,3,11,130,26,20,2,3,-1,0,1,4,1,3,5,5,1,1,23,16,0,1,2
23071,2023/6/24,34,2,12,11,32,2,11,12,32,34,10,12,91,18.2,11,1,4,-3,0,2,2,3,-1,3,6,1,1,32,20,1,1,3
23072,2023/6/26,6,9,14,5,11,5,6,9,11,14,2,4,45,9,25,3,2,1,1,0,0,5,-5,5,4,1,1,9,3,0,1,1
23073,2023/6/28,30,25,28,15,35,15,25,28,30,35,8,10,133,26.6,23,3,2,1,1,1,4,1,3,3,4,0,0,20,10,0,0,1
23074,2023/7/1,22,13,3,29,34,3,13,22,29,34,2,9,101,20.2,21,3,2,1,1,0,3,2,1,4,6,0,0,31,10,0,0,2
23075,2023/7/3,23,7,17,32,20,7,17,20,23,32,5,11,99,19.8,19,3,2,1,1,0,3,2,1,4,5,0,0,25,10,0,0,1
23076,2023/7/5,26,11,34,8,9,8,9,11,26,34,2,7,88,17.6,28,2,3,-1,1,1,2,3,-1,5,6,1,1,26,15,0,0,1
23077,2023/7/8,26,18,5,16,35,5,16,18,26,35,3,6,100,20,30,2,3,-1,0,2,3,2,1,3,6,0,0,30,11,1,1,1
23078,2023/7/10,26,3,6,2,27,2,3,6,26,27,7,8,64,12.8,24,2,3,-1,0,1,2,3,-1,4,4,2,2,25,20,1,1,2
23079,2023/7/12,34,6,8,26,29,6,8,26,29,34,5,8,103,20.6,33,1,4,-3,0,2,3,2,1,4,6,0,0,28,18,0,2,1
23080,2023/7/15,16,1,9,2,30,1,2,9,16,30,1,11,58,11.6,18,2,3,-1,0,1,1,4,-3,5,4,1,1,29,14,0,0,2
23081,2023/7/17,28,5,35,23,6,5,6,23,28,35,7,10,97,19.4,27,3,2,1,0,0,3,2,1,4,6,1,1,30,17,0,0,0
23082,2023/7/19,2,9,20,8,15,2,8,9,15,20,3,9,54,10.8,24,2,3,-1,1,1,1,4,-3,5,4,1,1,18,6,0,0,0
23083,2023/7/22,21,32,15,13,25,13,15,21,25,32,9,10,106,21.2,16,4,1,3,3,0,3,2,1,4,6,0,0,19,7,0,1,1
23084,2023/7/24,8,3,24,32,5,3,5,8,24,32,7,8,72,14.4,22,2,3,-1,1,2,2,3,-1,5,6,0,0,29,16,1,1,1
23085,2023/7/26,26,35,31,12,11,11,12,26,31,35,5,7,115,23,15,3,2,1,1,1,3,2,1,4,6,1,1,24,14,0,0,1
23086,2023/7/29,35,20,3,11,15,3,11,15,20,35,7,11,84,16.8,14,4,1,3,2,0,2,3,-1,4,6,0,0,32,15,1,2,1
23087,2023/7/31,19,16,4,24,3,3,4,16,19,24,4,5,66,13.2,26,2,3,-1,0,1,2,3,-1,4,6,1,1,21,12,1,1,3
23088,2023/8/2,22,14,24,16,8,8,14,16,22,24,9,12,84,16.8,24,0,5,-5,0,4,2,3,-1,4,2,0,0,16,6,2,2,0
23089,2023/8/5,20,12,26,35,3,3,12,20,26,35,2,12,96,19.2,16,2,3,-1,0,2,3,2,1,5,4,0,0,32,9,0,0,0
23090,2023/8/7,19,11,35,12,8,8,11,12,19,35,11,12,85,17,25,3,2,1,1,0,2,3,-1,5,6,1,1,27,16,1,2,2
23091,2023/8/9,29,16,18,28,6,6,16,18,28,29,7,11,97,19.4,37,1,4,-3,0,3,3,2,1,3,4,1,1,23,10,0,0,1
23092,2023/8/12,16,21,3,26,32,3,16,21,26,32,3,12,98,19.6,18,2,3,-1,0,1,3,2,1,4,5,0,0,29,13,1,1,0
23093,2023/8/14,19,17,21,11,14,11,14,17,19,21,1,5,82,16.4,22,4,1,3,2,0,2,3,-1,4,4,0,0,10,3,0,1,1
23094,2023/8/16,22,19,12,32,28,12,19,22,28,32,8,12,113,22.6,23,1,4,-3,0,2,4,1,3,3,5,0,0,20,7,0,1,2
23095,2023/8/19,32,19,8,28,34,8,19,28,32,34,3,7,121,24.2,31,1,4,-3,0,2,4,1,3,4,6,0,0,26,11,1,3,0
23096,2023/8/21,31,21,14,7,6,6,7,14,21,31,3,10,79,15.8,19,3,2,1,1,0,2,3,-1,4,5,1,1,25,10,0,0,2
23097,2023/8/23,20,6,7,18,22,6,7,18,20,22,3,9,73,14.6,23,1,4,-3,0,2,3,2,1,5,5,1,1,16,11,2,2,4
23098,2023/8/26,15,30,2,34,7,2,7,15,30,34,5,9,88,17.6,18,2,3,-1,1,1,2,3,-1,5,6,0,0,32,15,1,1,1
23099,2023/8/28,11,23,13,9,22,9,11,13,22,23,6,7,78,15.6,18,4,1,3,2,0,2,3,-1,4,5,1,1,14,9,0,0,0
23100,2023/8/30,35,13,4,19,6,4,6,13,19,35,9,11,77,15.4,27,3,2,1,2,1,2,3,-1,5,6,0,0,31,16,1,1,0
23101,2023/9/2,28,6,17,16,14,6,14,16,17,28,7,10,81,16.2,31,1,4,-3,0,2,1,4,-3,4,5,1,1,22,11,0,1,1
23102,2023/9/4,2,33,4,7,16,2,4,7,16,33,7,11,62,12.4,22,2,3,-1,0,1,1,4,-3,5,6,0,0,31,17,0,1,2
23103,2023/9/6,31,19,11,8,32,8,11,19,31,32,8,11,101,20.2,21,3,2,1,2,0,3,2,1,4,6,1,1,24,12,0,0,2
23104,2023/9/9,33,16,32,15,6,6,15,16,32,33,8,10,102,20.4,22,2,3,-1,0,1,2,3,-1,4,4,2,2,27,16,0,1,2
23105,2023/9/11,8,20,7,19,25,7,8,19,20,25,2,11,79,15.8,29,3,2,1,0,0,3,2,1,5,4,2,2,18,11,0,0,1
23106,2023/9/13,26,28,31,16,24,16,24,26,28,31,1,6,125,25,25,1,4,-3,0,3,4,1,3,4,5,0,0,15,8,0,0,2
23107,2023/9/16,16,15,12,18,1,1,12,15,16,18,3,10,62,12.4,22,2,3,-1,0,1,1,4,-3,5,5,1,1,17,11,0,1,1
23108,2023/9/18,17,32,6,30,5,5,6,17,30,32,2,8,90,18,20,2,3,-1,0,1,2,3,-1,5,6,1,1,27,13,0,0,1
23109,2023/9/20,12,31,21,22,1,1,12,21,22,31,2,9,87,17.4,7,3,2,1,0,0,3,2,1,2,4,1,1,30,11,0,0,1
23110,2023/9/23,11,9,17,4,13,4,9,11,13,17,7,8,54,10.8,24,4,1,3,3,0,0,5,-5,5,4,0,0,13,5,0,0,2
23111,2023/9/25,3,28,15,35,12,3,12,15,28,35,2,12,93,18.6,23,3,2,1,0,0,2,3,-1,4,6,0,0,32,13,0,0,2
23112,2023/9/27,1,27,22,17,11,1,11,17,22,27,2,9,78,15.6,18,4,1,3,2,0,2,3,-1,3,3,0,0,26,10,0,0,2
23113,2023/9/30,30,8,6,32,33,6,8,30,32,33,3,10,109,21.8,19,1,4,-3,0,3,3,2,1,5,4,1,1,27,22,0,0,0
23114,2023/10/7,2,35,30,25,27,2,25,27,30,35,1,10,119,23.8,19,3,2,1,1,0,4,1,3,4,5,0,0,33,23,0,1,0
23115,2023/10/9,7,31,23,34,10,7,10,23,31,34,2,10,105,21,15,3,2,1,1,0,3,2,1,5,4,0,0,27,13,0,0,2
23116,2023/10/11,3,9,29,18,1,1,3,9,18,29,4,9,60,12,30,4,1,3,2,0,2,3,-1,4,6,0,0,28,11,0,0,1
23117,2023/10/14,18,7,20,5,15,5,7,15,18,20,3,4,65,13,25,3,2,1,2,1,2,3,-1,4,4,0,0,15,8,1,1,0
23118,2023/10/16,13,25,6,7,33,6,7,13,25,33,5,8,84,16.8,24,4,1,3,3,0,2,3,-1,4,6,1,1,27,12,1,1,1
23119,2023/10/18,10,14,8,4,21,4,8,10,14,21,4,10,57,11.4,17,1,4,-3,0,3,1,4,-3,4,4,0,0,17,7,0,0,2
23120,2023/10/21,16,31,8,2,34,2,8,16,31,34,1,10,91,18.2,21,1,4,-3,0,2,2,3,-1,5,6,0,0,32,15,1,1,0
23121,2023/10/23,33,11,23,15,5,5,11,15,23,33,1,9,87,17.4,17,5,0,5,4,0,2,3,-1,3,4,0,0,28,10,0,0,2
23122,2023/10/25,25,29,7,9,1,1,7,9,25,29,10,12,71,14.2,31,5,0,5,4,0,2,3,-1,4,6,0,0,28,16,0,0,0
23123,2023/10/28,16,2,30,14,28,2,14,16,28,30,2,7,90,18,20,0,5,-5,0,4,2,3,-1,5,2,0,0,28,12,0,0,3
23124,2023/10/30,32,23,27,18,6,6,18,23,27,32,6,10,106,21.2,26,2,3,-1,1,1,4,1,3,5,4,0,0,26,12,0,0,1
23125,2023/11/1,25,26,32,7,29,7,25,26,29,32,2,8,119,23.8,29,3,2,1,1,0,4,1,3,5,5,1,1,25,18,1,1,2
23126,2023/11/4,7,26,12,34,17,7,12,17,26,34,2,6,96,19.2,26,2,3,-1,0,1,2,3,-1,4,5,0,0,27,9,1,2,1
23127,2023/11/6,4,7,8,19,18,4,7,8,18,19,2,6,56,11.2,36,2,3,-1,0,1,2,3,-1,4,4,2,2,15,10,0,1,2
23128,2023/11/8,1,12,13,5,7,1,5,7,12,13,2,6,38,7.6,18,4,1,3,2,0,0,5,-5,5,5,1,1,12,5,0,1,2
23129,2023/11/11,23,25,27,9,33,9,23,25,27,33,6,12,117,23.4,27,5,0,5,4,0,4,1,3,4,5,0,0,24,14,0,0,0
23130,2023/11/13,13,29,30,20,27,13,20,27,29,30,1,7,119,23.8,19,3,2,1,1,0,4,1,3,4,5,1,1,17,7,0,1,0
23131,2023/11/15,22,7,3,24,21,3,7,21,22,24,6,7,77,15.4,17,3,2,1,2,1,3,2,1,5,6,1,1,21,14,0,0,1
23132,2023/11/18,3,23,4,15,12,3,4,12,15,23,2,6,57,11.4,17,3,2,1,1,1,1,4,-3,4,4,1,1,20,8,1,1,2
23133,2023/11/20,28,18,10,25,33,10,18,25,28,33,5,11,114,22.8,24,2,3,-1,0,1,4,1,3,4,4,0,0,23,8,0,0,0
23134,2023/11/22,22,10,15,33,27,10,15,22,27,33,1,12,107,21.4,17,3,2,1,1,0,3,2,1,5,4,0,0,23,7,2,2,1
23135,2023/11/25,18,5,22,28,29,5,18,22,28,29,9,12,102,20.4,32,2,3,-1,0,2,4,1,3,4,6,1,1,24,13,1,1,1
23136,2023/11/27,13,34,23,30,27,13,23,27,30,34,6,9,127,25.4,17,3,2,1,2,1,4,1,3,4,4,0,0,21,10,0,0,3
23137,2023/11/29,30,19,31,4,21,4,19,21,30,31,6,12,105,21,15,3,2,1,1,0,4,1,3,4,6,1,1,27,15,1,1,1
23138,2023/12/2,7,31,12,28,20,7,12,20,28,31,9,10,98,19.6,18,2,3,-1,0,2,3,2,1,5,5,0,0,24,8,1,1,2
23139,2023/12/4,15,16,31,34,25,15,16,25,31,34,5,9,121,24.2,21,3,2,1,1,0,3,2,1,4,5,1,1,19,9,0,1,0
23140,2023/12/6,2,30,19,9,1,1,2,9,19,30,1,2,61,12.2,21,3,2,1,1,0,2,3,-1,4,6,1,1,29,11,0,0,1
23141,2023/12/9,22,30,25,31,4,4,22,25,30,31,4,5,112,22.4,12,2,3,-1,0,1,4,1,3,5,6,1,1,27,18,0,1,1
23142,2023/12/11,13,17,32,15,4,4,13,15,17,32,10,12,81,16.2,21,3,2,1,2,0,1,4,-3,5,5,0,0,28,15,1,1,1
23143,2023/12/13,33,29,20,9,23,9,20,23,29,33,2,10,114,22.8,24,4,1,3,2,0,4,1,3,3,6,0,0,24,11,0,0,1
23144,2023/12/16,35,25,5,14,18,5,14,18,25,35,1,10,97,19.4,27,3,2,1,1,1,3,2,1,3,6,0,0,30,10,0,0,0
23145,2023/12/18,12,10,32,6,33,6,10,12,32,33,6,7,93,18.6,13,1,4,-3,0,3,2,3,-1,4,6,1,1,27,20,0,0,1
23146,2023/12/20,18,31,26,19,14,14,18,19,26,31,2,7,108,21.6,28,2,3,-1,0,1,4,1,3,5,4,1,1,17,7,0,0,1
23147,2023/12/23,33,19,7,6,34,6,7,19,33,34,3,8,99,19.8,29,3,2,1,2,0,3,2,1,5,4,2,2,28,14,1,1,1
23148,2023/12/25,12,21,20,11,27,11,12,20,21,27,2,12,91,18.2,11,3,2,1,1,1,3,2,1,4,4,2,2,16,8,0,0,1
23149,2023/12/27,17,1,16,21,29,1,16,17,21,29,1,6,84,16.8,24,4,1,3,2,0,2,3,-1,4,6,1,1,28,15,1,1,1
23150,2023/12/30,17,5,18,6,33,5,6,17,18,33,11,12,79,15.8,29,3,2,1,0,0,2,3,-1,5,4,2,2,28,15,1,1,2
24001,2024/1/1,17,3,9,35,26,3,9,17,26,35,2,7,90,18,30,4,1,3,2,0,2,3,-1,5,5,0,0,32,9,1,1,1
24002,2024/1/3,27,6,32,1,8,1,6,8,27,32,3,4,74,14.8,24,2,3,-1,0,1,2,3,-1,5,4,0,0,31,19,0,0,2
24003,2024/1/6,7,23,29,9,12,7,9,12,23,29,1,2,80,16,30,4,1,3,2,0,2,3,-1,4,6,0,0,22,11,0,0,2
24004,2024/1/8,2,27,6,18,19,2,6,18,19,27,8,9,72,14.4,32,2,3,-1,1,2,3,2,1,5,6,1,1,25,12,0,0,1
24005,2024/1/10,7,9,5,12,3,3,5,7,9,12,5,8,36,7.2,26,4,1,3,3,0,0,5,-5,5,3,0,0,9,3,0,0,3
24006,2024/1/13,13,17,16,33,8,8,13,16,17,33,2,10,87,17.4,27,3,2,1,1,0,1,4,-3,4,6,1,1,25,16,0,0,2
24007,2024/1/15,5,34,28,4,35,4,5,28,34,35,4,11,106,21.2,26,2,3,-1,0,1,3,2,1,3,4,2,2,31,23,0,0,1
24008,2024/1/17,4,11,20,6,30,4,6,11,20,30,3,5,71,14.2,11,1,4,-3,0,2,2,3,-1,4,6,0,0,26,10,1,1,2
24009,2024/1/20,18,15,26,19,24,15,18,19,24,26,5,9,102,20.4,32,2,3,-1,0,1,4,1,3,5,6,1,1,11,5,0,0,1
24010,2024/1/22,10,2,15,8,27,2,8,10,15,27,2,8,62,12.4,22,2,3,-1,1,2,1,4,-3,5,6,0,0,25,12,0,1,1
24011,2024/1/24,32,34,3,27,1,1,3,27,32,34,1,7,97,19.4,17,3,2,1,2,1,3,2,1,5,4,0,0,33,24,0,1,2
24012,2024/1/27,34,25,21,26,22,21,22,25,26,34,1,9,128,25.6,18,2,3,-1,0,1,5,0,5,5,4,2,2,13,8,1,1,1
24013,2024/1/29,5,22,25,30,28,5,22,25,28,30,3,12,110,22,20,2,3,-1,0,1,4,1,3,4,5,0,0,25,17,2,2,2
24014,2024/1/31,21,31,16,4,5,4,5,16,21,31,9,11,77,15.4,17,3,2,1,1,0,2,3,-1,4,6,1,1,27,11,0,1,3
24015,2024/2/3,8,24,31,14,11,8,11,14,24,31,5,6,88,17.6,18,2,3,-1,0,1,2,3,-1,3,5,0,0,23,10,1,1,0
24016,2024/2/5,15,29,18,25,27,15,18,25,27,29,6,11,114,22.8,34,4,1,3,2,0,4,1,3,4,5,0,0,14,7,0,0,2
24017,2024/2/7,25,3,27,35,7,3,7,25,27,35,1,4,97,19.4,27,5,0,5,4,0,3,2,1,3,6,0,0,32,18,2,2,0
24018,2024/2/19,19,4,27,25,12,4,12,19,25,27,1,9,87,17.4,27,3,2,1,2,1,3,2,1,5,4,0,0,23,8,0,2,1
24019,2024/2/21,26,19,20,29,30,19,20,26,29,30,3,4,124,24.8,24,2,3,-1,0,1,5,0,5,3,4,2,2,11,6,0,1,2
24020,2024/2/24,4,8,2,19,26,2,4,8,19,26,2,6,59,11.8,29,1,4,-3,0,2,2,3,-1,5,6,0,0,24,11,0,2,1
24021,2024/2/26,12,16,28,1,20,1,12,16,20,28,7,9,77,15.4,17,1,4,-3,0,3,2,3,-1,5,4,0,0,27,11,0,0,2
24022,2024/2/28,9,31,7,11,32,7,9,11,31,32,4,8,90,18,20,4,1,3,3,0,2,3,-1,4,5,1,1,25,20,0,0,1
24023,2024/3/2,12,14,8,10,22,8,10,12,14,22,5,9,66,13.2,16,0,5,-5,0,4,1,4,-3,4,3,0,0,14,8,0,0,3
24024,2024/3/4,17,12,26,5,3,3,5,12,17,26,1,12,63,12.6,23,3,2,1,1,0,1,4,-3,5,4,0,0,23,9,1,1,0
24025,2024/3/6,2,1,18,8,27,1,2,8,18,27,4,8,56,11.2,26,2,3,-1,0,2,2,3,-1,4,6,1,1,26,10,0,0,3
24026,2024/3/9,21,33,1,26,18,1,18,21,26,33,2,12,99,19.8,19,3,2,1,0,0,4,1,3,4,6,0,0,32,17,1,2,2
24027,2024/3/11,16,8,22,23,9,8,9,16,22,23,7,9,78,15.6,28,2,3,-1,0,1,2,3,-1,5,3,2,2,15,7,0,0,1
24028,2024/3/13,20,18,28,26,13,13,18,20,26,28,4,8,105,21,25,1,4,-3,0,3,4,1,3,4,4,0,0,15,6,0,0,0
24029,2024/3/16,19,24,28,34,4,4,19,24,28,34,4,5,109,21.8,29,1,4,-3,0,2,4,1,3,3,5,0,0,30,15,0,1,1
24030,2024/3/18,8,11,9,19,30,8,9,11,19,30,6,12,77,15.4,27,3,2,1,2,0,2,3,-1,4,5,1,1,22,11,0,1,0
24031,2024/3/20,15,34,9,30,12,9,12,15,30,34,5,6,100,20,20,2,3,-1,0,1,2,3,-1,5,5,0,0,25,15,0,2,2
24032,2024/3/23,5,26,33,35,15,5,15,26,33,35,1,9,114,22.8,24,4,1,3,2,0,3,2,1,3,6,0,0,30,11,0,1,2
24033,2024/3/25,10,11,15,4,8,4,8,10,11,15,7,9,48,9.6,18,2,3,-1,1,2,0,5,-5,5,4,1,1,11,4,0,1,1
24034,2024/3/27,29,26,27,33,23,23,26,27,29,33,5,8,138,27.6,28,4,1,3,2,0,5,0,5,4,3,1,1,10,4,0,0,0
24035,2024/3/30,17,29,5,33,13,5,13,17,29,33,5,12,97,19.4,27,5,0,5,4,0,2,3,-1,4,3,0,0,28,12,2,2,0
24036,2024/4/1,2,11,5,34,32,2,5,11,32,34,6,10,84,16.8,14,2,3,-1,1,1,2,3,-1,4,6,0,0,32,21,0,1,2
24037,2024/4/3,17,35,29,19,20,17,19,20,29,35,7,11,120,24,30,4,1,3,2,0,4,1,3,4,6,1,1,18,9,0,0,1
24038,2024/4/6,25,15,29,22,24,15,22,24,25,29,1,5,115,23,25,3,2,1,1,1,4,1,3,4,5,1,1,14,7,0,1,0
24039,2024/4/8,3,20,11,10,22,3,10,11,20,22,6,10,66,13.2,6,2,3,-1,0,1,2,3,-1,4,6,1,1,19,9,0,1,0
24040,2024/4/10,5,29,30,12,16,5,12,16,29,30,3,6,92,18.4,22,2,3,-1,0,1,2,3,-1,5,6,1,1,25,13,0,0,1
24041,2024/4/13,8,16,28,14,6,6,8,14,16,28,3,5,72,14.4,32,0,5,-5,0,4,1,4,-3,3,4,0,0,22,12,0,1,2
24042,2024/4/15,35,8,15,23,1,1,8,15,23,35,5,12,82,16.4,22,4,1,3,2,0,2,3,-1,4,5,0,0,34,12,1,1,1
24043,2024/4/17,8,4,3,14,27,3,4,8,14,27,5,7,56,11.2,26,2,3,-1,0,2,1,4,-3,4,6,1,1,24,13,0,1,1
24044,2024/4/20,17,15,3,22,13,3,13,15,17,22,6,10,70,14,20,4,1,3,3,0,1,4,-3,4,5,0,0,19,10,1,1,3
24045,2024/4/22,32,9,31,10,14,9,10,14,31,32,3,8,96,19.2,16,2,3,-1,0,1,2,3,-1,5,4,2,2,23,17,0,0,1
24046,2024/4/24,6,12,30,17,29,6,12,17,29,30,7,11,94,18.8,24,2,3,-1,1,1,2,3,-1,5,6,1,1,24,12,0,0,1
24047,2024/4/27,21,19,11,35,26,11,19,21,26,35,10,11,112,22.4,22,4,1,3,2,0,4,1,3,4,6,0,0,24,9,0,0,1
24048,2024/4/29,26,18,28,21,12,12,18,21,26,28,8,9,105,21,25,1,4,-3,0,2,4,1,3,4,6,0,0,16,6,2,2,2
24049,2024/5/1,6,9,4,22,10,4,6,9,10,22,1,8,51,10.2,21,1,4,-3,0,2,1,4,-3,5,6,1,1,18,12,0,0,1
24050,2024/5/4,26,18,14,4,3,3,4,14,18,26,7,9,65,13,25,1,4,-3,0,3,2,3,-1,4,6,1,1,23,10,0,1,1
24051,2024/5/6,5,23,29,22,21,5,21,22,23,29,1,2,100,20,20,4,1,3,2,0,4,1,3,5,5,2,1,24,16,0,0,1
24052,2024/5/8,3,22,13,2,34,2,3,13,22,34,4,8,74,14.8,14,2,3,-1,1,1,2,3,-1,3,6,1,1,32,12,0,1,1
24053,2024/5/11,19,7,35,20,1,1,7,19,20,35,3,9,82,16.4,22,4,1,3,2,0,3,2,1,5,6,1,1,34,15,0,0,2
24054,2024/5/13,22,9,5,6,11,5,6,9,11,22,1,3,53,10.6,23,3,2,1,1,0,1,4,-3,5,6,1,1,17,11,0,0,1
24055,2024/5/15,22,34,30,7,17,7,17,22,30,34,5,7,110,22,20,2,3,-1,1,2,3,2,1,4,6,0,0,27,10,0,1,1
24056,2024/5/18,18,17,35,27,16,16,17,18,27,35,6,12,113,22.6,33,3,2,1,1,0,3,2,1,4,5,2,1,19,9,1,1,3
24057,2024/5/20,25,30,34,9,33,9,25,30,33,34,3,9,131,26.2,21,3,2,1,1,0,4,1,3,5,6,1,1,25,16,0,0,1
24058,2024/5/22,20,32,10,6,13,6,10,13,20,32,1,2,81,16.2,11,1,4,-3,0,2,2,3,-1,4,5,0,0,26,12,0,0,2
24059,2024/5/25,25,20,17,18,31,17,18,20,25,31,3,12,111,22.2,21,3,2,1,1,1,4,1,3,5,6,1,1,14,6,0,1,1
24060,2024/5/27,30,21,25,28,3,3,21,25,28,30,1,12,107,21.4,17,3,2,1,2,1,4,1,3,5,6,0,0,27,18,0,1,2
24061,2024/5/29,31,19,12,1,33,1,12,19,31,33,5,8,96,19.2,16,4,1,3,2,0,3,2,1,4,6,0,0,32,12,0,0,1
24062,2024/6/1,16,33,14,15,5,5,14,15,16,33,3,5,83,16.6,23,3,2,1,0,0,1,4,-3,4,5,2,1,28,17,1,1,0
24063,2024/6/3,12,33,7,16,34,7,12,16,33,34,1,3,102,20.4,22,2,3,-1,0,1,2,3,-1,5,6,1,1,27,17,0,2,2
24064,2024/6/5,21,32,5,12,33,5,12,21,32,33,8,9,103,20.6,13,3,2,1,0,0,3,2,1,4,6,1,1,28,11,1,2,2
24065,2024/6/8,10,18,26,27,5,5,10,18,26,27,3,6,86,17.2,26,2,3,-1,0,2,3,2,1,5,5,1,1,22,8,1,1,0
24066,2024/6/10,25,24,13,20,19,13,19,20,24,25,6,7,101,20.2,21,3,2,1,1,1,4,1,3,5,3,2,2,12,6,0,0,2
24067,2024/6/12,20,3,14,11,22,3,11,14,20,22,6,9,70,14,10,2,3,-1,1,2,2,3,-1,5,4,0,0,19,8,0,1,2
24068,2024/6/15,33,32,15,20,31,15,20,31,32,33,5,10,131,26.2,11,3,2,1,0,0,4,1,3,5,5,2,1,18,11,0,1,1
24069,2024/6/17,16,7,20,9,24,7,9,16,20,24,3,7,76,15.2,26,2,3,-1,1,2,2,3,-1,5,5,0,0,17,7,0,1,1
24070,2024/6/19,21,4,20,34,32,4,20,21,32,34,2,9,111,22.2,11,1,4,-3,0,2,4,1,3,4,6,1,1,30,16,0,1,1
24071,2024/6/22,35,6,34,10,15,6,10,15,34,35,2,10,100,20,20,2,3,-1,0,1,2,3,-1,4,6,1,1,29,19,0,1,1
24072,2024/6/24,21,23,17,4,32,4,17,21,23,32,1,6,97,19.4,17,3,2,1,2,0,3,2,1,5,6,0,0,28,13,0,0,0
24073,2024/6/26,12,7,23,21,9,7,9,12,21,23,5,9,72,14.4,22,4,1,3,2,0,2,3,-1,5,4,0,0,16,9,0,2,0
24074,2024/6/29,11,21,10,2,27,2,10,11,21,27,9,11,71,14.2,11,3,2,1,2,1,2,3,-1,4,6,1,1,25,10,1,1,2
24075,2024/7/1,26,32,28,17,8,8,17,26,28,32,1,10,111,22.2,31,1,4,-3,0,2,3,2,1,4,5,0,0,24,9,0,0,2
24076,2024/7/3,22,35,27,6,1,1,6,22,27,35,7,12,91,18.2,21,3,2,1,1,1,3,2,1,5,4,0,0,34,16,0,0,1
24077,2024/7/6,29,26,3,1,25,1,3,25,26,29,6,12,84,16.8,24,4,1,3,2,0,3,2,1,5,6,1,1,28,22,1,1,1
24078,2024/7/8,10,7,5,15,14,5,7,10,14,15,4,7,51,10.2,21,3,2,1,1,1,0,5,-5,4,5,1,1,10,4,0,0,0
24079,2024/7/10,8,23,3,18,17,3,8,17,18,23,6,11,69,13.8,29,3,2,1,0,0,2,3,-1,3,4,1,1,20,9,0,0,1
24080,2024/7/13,27,24,28,3,5,3,5,24,27,28,9,11,87,17.4,27,3,2,1,1,0,3,2,1,5,6,1,1,25,19,1,1,1
24081,2024/7/15,34,27,15,25,14,14,15,25,27,34,1,10,115,23,25,3,2,1,2,0,3,2,1,3,6,1,1,20,10,1,1,2
24082,2024/7/17,26,8,21,24,23,8,21,23,24,26,4,5,102,20.4,22,2,3,-1,1,1,4,1,3,5,4,1,1,18,13,0,0,2
24083,2024/7/20,11,13,12,9,30,9,11,12,13,30,7,9,75,15,15,3,2,1,1,0,1,4,-3,5,4,2,1,21,17,0,0,1
